job_id,date_applied,skill_canonical,category,weight,label,raw_match
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Amazon SQS,Messaging,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Amazon RDS,Cloud Service,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Apache Cassandra,Database,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Amazon CloudFront,Cloud Service,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Confluent Kafka,Messaging,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Cypress,Other,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Amazon DynamoDB,Database,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Elasticsearch,Search/Analytics,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Gatling,Other,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,AWS Lambda,Cloud Service,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Next.js,Frontend Framework,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,OpenSearch,Search/Analytics,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Amazon Pinpoint,Cloud Service,1.0,mention,
2025-10-08_LEARFIELD_SENIORSOFTWAREENGINEERI,2025-10-08,Terraform,IaC,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Cloud Services,Cloud Service,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Google Cloud,Cloud Service,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Kubernetes,Container Orchestration,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Automation,CI/CD,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Databases,Database,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Python,Programming Language,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Cloud,Cloud Platform,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Agile,Other,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Apache Kafka,Messaging,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Java,Programming Language,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,AWS,Cloud Platform,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,SQL,Database,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,GCP,Cloud Platform,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Apache Airflow,Workflow,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Big Data,Big Data/Analytics,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Google BigQuery,Data Warehouse,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Cloud Platform,Cloud Platform,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Presto,Big Data/Analytics,1.0,mention,
2025-10-08_NORDSTROM_DATAENGINEER2,2025-10-08,Apache Spark,Big Data/Analytics,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Cloud Services,Cloud Service,1.5,preferred,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Cloud Platforms,Cloud Platform,1.5,preferred,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,NoSQL Databases,Database,1.5,preferred,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Cloud Platform,Cloud Platform,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Google Cloud,Cloud Service,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Databases,Database,1.5,preferred,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Apache Cassandra,Database,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Big Data,Big Data/Analytics,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Apache Airflow,Workflow,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Python,Programming Language,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Kotlin,Programming Language,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,NoSQL,Database,1.5,preferred,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Cloud,Cloud Platform,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Apache Kafka,Messaging,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Apache Spark,Big Data/Analytics,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Java,Programming Language,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,API,Web/API,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Next.js,Frontend Framework,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,GCP,Cloud Platform,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Apache,Other,1.0,mention,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Grafana,Observability,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,"Java, Python",Programming Language,2.0,required,
2025-10-08_WAL-MARTCORPORATION_SOFTWAREENGINEERIII,2025-10-08,Java Virtual Machine,Runtime/Framework,1.0,mention,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Agile,Other,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,SCRUM,Other,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Linux,Operating System,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Java,Programming Language,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,C++,Programming Language,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,C#,Programming Language,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Alexa,Other,1.0,mention,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Advanced Linux Sound Architecture,Other,1.5,preferred,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Android,Operating System,2.0,required,
"2025-10-08_AMAZON_SOFTWAREDEVENGINEERII,ECHOPLATFORM",2025-10-08,Yocto Project,Other,2.0,required,
2025-10-08_AMAZON_SOFTWAREENGINEERII,2025-10-08,AWS,Cloud Platform,2.0,required,
2025-10-08_AMAZON_SOFTWAREENGINEERII,2025-10-08,Go,Programming Language,2.0,required,
2025-10-08_AMAZON_SOFTWAREENGINEERII,2025-10-08,Video Platform,Other,1.0,mention,
2025-10-08_AMAZON_SOFTWAREENGINEERI,2025-10-08,Video Platform,Other,1.0,mention,
2025-10-08_AMAZON_SOFTWAREENGINEERI,2025-10-08,TypeScript,Programming Language,1.5,preferred,
2025-10-08_AMAZON_SOFTWAREENGINEERI,2025-10-08,Go,Programming Language,1.5,preferred,
2025-10-08_AMAZON_SOFTWAREENGINEERI,2025-10-08,React,Frontend Framework,1.5,preferred,
2025-10-08_AMAZON_SOFTWAREENGINEERI,2025-10-08,AWS,Cloud Platform,1.5,preferred,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,JavaScript,Programming Language,2.0,required,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,TypeScript,Programming Language,2.0,required,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Microsoft,Cloud Platform,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Python,Programming Language,1.5,preferred,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Azure,Cloud Platform,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Cloud,Cloud Platform,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Agile,Other,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,React,Frontend Framework,1.5,preferred,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Java,Programming Language,2.0,required,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,C++,Programming Language,1.5,preferred,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,C#,Programming Language,2.0,required,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Angular,Frontend Framework,1.5,preferred,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Artificial Intelligence,ML/AI,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Azure Portal,Cloud Service,1.0,mention,
2025-10-08_MICROSOFT_SOFTWAREENGINEERII,2025-10-08,Knockout.js,Frontend Framework,1.5,preferred,
2025-10-09_ORACLE_SOFTWAREDEVELOPER3,2025-10-09,Databases,Database,1.0,mention,
2025-10-09_ORACLE_SOFTWAREDEVELOPER3,2025-10-09,Oracle Database,Database,1.5,preferred,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Artificial Intelligence,ML/AI,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,JavaScript,Programming Language,1.5,preferred,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Networking,Networking,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Google Ads,Cloud Service,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,YouTube,Cloud Service,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Android,Operating System,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Python,Programming Language,1.5,preferred,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Linux,Operating System,1.5,preferred,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Java,Programming Language,1.5,preferred,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,Next.js,Frontend Framework,1.0,mention,
"2025-10-09_GOOGLE_SOFTWAREENGINEER,EARLYCAREER,CAMPUS",2025-10-09,C++,Programming Language,1.5,preferred,
